,date,value,search_type,event,kw,index,rumor_day,announce_day,kwe,rumor_delta,announce_delta,rumor_announce_gap,max_date,min_date,study_duration,n_event_kws,rumor_period,announce_period,control_period,period,start_delta,year,val_prop
4630,2017-10-11,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-14,-41,27,2017-12-21,2017-09-25,87,3,0,0,1,control,16,2017,0.0
4631,2017-10-12,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-13,-40,27,2017-12-21,2017-09-25,87,3,0,0,1,control,17,2017,0.0
4632,2017-10-13,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-12,-39,27,2017-12-21,2017-09-25,87,3,0,0,1,control,18,2017,0.0
4633,2017-10-14,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-11,-38,27,2017-12-21,2017-09-25,87,3,0,0,1,control,19,2017,0.0
4634,2017-10-15,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-10,-37,27,2017-12-21,2017-09-25,87,3,0,0,1,control,20,2017,0.0
4635,2017-10-16,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-9,-36,27,2017-12-21,2017-09-25,87,3,0,0,1,control,21,2017,0.0
4636,2017-10-17,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-8,-35,27,2017-12-21,2017-09-25,87,3,0,0,1,control,22,2017,0.0
4637,2017-10-18,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-7,-34,27,2017-12-21,2017-09-25,87,3,0,0,1,control,23,2017,0.0
4638,2017-10-19,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-6,-33,27,2017-12-21,2017-09-25,87,3,0,0,1,control,24,2017,0.0
4639,2017-10-20,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-5,-32,27,2017-12-21,2017-09-25,87,3,0,0,1,control,25,2017,0.0
4640,2017-10-21,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-4,-31,27,2017-12-21,2017-09-25,87,3,0,0,1,control,26,2017,0.0
4641,2017-10-22,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-3,-30,27,2017-12-21,2017-09-25,87,3,0,0,1,control,27,2017,0.0
4642,2017-10-23,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-2,-29,27,2017-12-21,2017-09-25,87,3,0,0,1,control,28,2017,0.0
4643,2017-10-24,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-1,-28,27,2017-12-21,2017-09-25,87,3,0,0,1,control,29,2017,0.0
4644,2017-10-25,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,0,-27,27,2017-12-21,2017-09-25,87,3,1,0,0,rumor_period,30,2017,0.0
4645,2017-10-26,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,1,-26,27,2017-12-21,2017-09-25,87,3,0,0,1,control,31,2017,0.0
4646,2017-10-27,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,2,-25,27,2017-12-21,2017-09-25,87,3,0,0,1,control,32,2017,0.0
4647,2017-10-28,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,3,-24,27,2017-12-21,2017-09-25,87,3,0,0,1,control,33,2017,0.0
4648,2017-10-29,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,4,-23,27,2017-12-21,2017-09-25,87,3,0,0,1,control,34,2017,0.0
4649,2017-10-30,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,5,-22,27,2017-12-21,2017-09-25,87,3,0,0,1,control,35,2017,0.0
4650,2017-10-31,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,6,-21,27,2017-12-21,2017-09-25,87,3,0,0,1,control,36,2017,0.0
4651,2017-11-01,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,7,-20,27,2017-12-21,2017-09-25,87,3,0,0,1,control,37,2017,0.0
4652,2017-11-02,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,8,-19,27,2017-12-21,2017-09-25,87,3,0,0,1,control,38,2017,0.0
4653,2017-11-03,1,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,9,-18,27,2017-12-21,2017-09-25,87,3,0,0,1,control,39,2017,0.0007722007722007722
4654,2017-11-04,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,10,-17,27,2017-12-21,2017-09-25,87,3,0,0,1,control,40,2017,0.0
4655,2017-11-05,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,11,-16,27,2017-12-21,2017-09-25,87,3,0,0,1,control,41,2017,0.0
4656,2017-11-06,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,12,-15,27,2017-12-21,2017-09-25,87,3,0,0,1,control,42,2017,0.0
4657,2017-11-07,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,13,-14,27,2017-12-21,2017-09-25,87,3,0,0,1,control,43,2017,0.0
4658,2017-11-08,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,14,-13,27,2017-12-21,2017-09-25,87,3,0,0,1,control,44,2017,0.0
4659,2017-11-09,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,15,-12,27,2017-12-21,2017-09-25,87,3,0,0,1,control,45,2017,0.0
4660,2017-11-10,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,16,-11,27,2017-12-21,2017-09-25,87,3,0,0,1,control,46,2017,0.0
4661,2017-11-11,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,17,-10,27,2017-12-21,2017-09-25,87,3,0,0,1,control,47,2017,0.0
4662,2017-11-12,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,18,-9,27,2017-12-21,2017-09-25,87,3,0,0,1,control,48,2017,0.0
4663,2017-11-13,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,19,-8,27,2017-12-21,2017-09-25,87,3,0,0,1,control,49,2017,0.0
4664,2017-11-14,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,20,-7,27,2017-12-21,2017-09-25,87,3,0,0,1,control,50,2017,0.0
4665,2017-11-15,1,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,21,-6,27,2017-12-21,2017-09-25,87,3,0,0,1,control,51,2017,0.0007722007722007722
4666,2017-11-16,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,22,-5,27,2017-12-21,2017-09-25,87,3,0,0,1,control,52,2017,0.0
4667,2017-11-17,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,23,-4,27,2017-12-21,2017-09-25,87,3,0,0,1,control,53,2017,0.0
4668,2017-11-18,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,24,-3,27,2017-12-21,2017-09-25,87,3,0,0,1,control,54,2017,0.0
4669,2017-11-19,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,25,-2,27,2017-12-21,2017-09-25,87,3,0,0,1,control,55,2017,0.0
4670,2017-11-20,0,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,26,-1,27,2017-12-21,2017-09-25,87,3,0,0,1,control,56,2017,0.0
4671,2017-11-21,3,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,27,0,27,2017-12-21,2017-09-25,87,3,0,1,0,announce_period,57,2017,0.0023166023166023165
4672,2017-11-22,6,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,28,1,27,2017-12-21,2017-09-25,87,3,0,0,1,control,58,2017,0.004633204633204633
4673,2017-11-23,5,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,29,2,27,2017-12-21,2017-09-25,87,3,0,0,1,control,59,2017,0.003861003861003861
4674,2017-11-24,3,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,30,3,27,2017-12-21,2017-09-25,87,3,0,0,1,control,60,2017,0.0023166023166023165
4675,2017-11-25,2,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,31,4,27,2017-12-21,2017-09-25,87,3,0,0,1,control,61,2017,0.0015444015444015444
4676,2017-11-26,1,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,32,5,27,2017-12-21,2017-09-25,87,3,0,0,1,control,62,2017,0.0007722007722007722
4677,2017-11-27,1,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,33,6,27,2017-12-21,2017-09-25,87,3,0,0,1,control,63,2017,0.0007722007722007722
4678,2017-11-28,2,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,34,7,27,2017-12-21,2017-09-25,87,3,0,0,1,control,64,2017,0.0015444015444015444
4679,2017-11-29,1,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,35,8,27,2017-12-21,2017-09-25,87,3,0,0,1,control,65,2017,0.0007722007722007722
4680,2017-11-30,2,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,36,9,27,2017-12-21,2017-09-25,87,3,0,0,1,control,66,2017,0.0015444015444015444
4681,2017-12-01,2,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,37,10,27,2017-12-21,2017-09-25,87,3,0,0,1,control,67,2017,0.0015444015444015444
4682,2017-12-02,1,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,38,11,27,2017-12-21,2017-09-25,87,3,0,0,1,control,68,2017,0.0007722007722007722
4683,2017-12-03,1,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,39,12,27,2017-12-21,2017-09-25,87,3,0,0,1,control,69,2017,0.0007722007722007722
4684,2017-12-04,2,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,40,13,27,2017-12-21,2017-09-25,87,3,0,0,1,control,70,2017,0.0015444015444015444
4685,2017-12-05,1,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,41,14,27,2017-12-21,2017-09-25,87,3,0,0,1,control,71,2017,0.0007722007722007722
4686,2017-12-06,1,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,42,15,27,2017-12-21,2017-09-25,87,3,0,0,1,control,72,2017,0.0007722007722007722
4687,2017-12-07,1,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,43,16,27,2017-12-21,2017-09-25,87,3,0,0,1,control,73,2017,0.0007722007722007722
4688,2017-12-08,1,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,44,17,27,2017-12-21,2017-09-25,87,3,0,0,1,control,74,2017,0.0007722007722007722
4689,2017-12-09,1,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,45,18,27,2017-12-21,2017-09-25,87,3,0,0,1,control,75,2017,0.0007722007722007722
4690,2017-12-10,1,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,46,19,27,2017-12-21,2017-09-25,87,3,0,0,1,control,76,2017,0.0007722007722007722
4691,2017-12-11,2,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,47,20,27,2017-12-21,2017-09-25,87,3,0,0,1,control,77,2017,0.0015444015444015444
4692,2017-12-12,3,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,48,21,27,2017-12-21,2017-09-25,87,3,0,0,1,control,78,2017,0.0023166023166023165
4693,2017-12-13,5,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,49,22,27,2017-12-21,2017-09-25,87,3,0,0,1,control,79,2017,0.003861003861003861
4694,2017-12-14,100,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,50,23,27,2017-12-21,2017-09-25,87,3,0,0,1,control,80,2017,0.07722007722007722
4695,2017-12-15,48,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,51,24,27,2017-12-21,2017-09-25,87,3,0,0,1,control,81,2017,0.037065637065637064
4696,2017-12-16,14,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,52,25,27,2017-12-21,2017-09-25,87,3,0,0,1,control,82,2017,0.010810810810810811
4697,2017-12-17,9,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,53,26,27,2017-12-21,2017-09-25,87,3,0,0,1,control,83,2017,0.0069498069498069494
4698,2017-12-18,8,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,54,27,27,2017-12-21,2017-09-25,87,3,0,0,1,control,84,2017,0.006177606177606178
4699,2017-12-19,3,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,55,28,27,2017-12-21,2017-09-25,87,3,0,0,1,control,85,2017,0.0023166023166023165
4700,2017-12-20,4,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,56,29,27,2017-12-21,2017-09-25,87,3,0,0,1,control,86,2017,0.003088803088803089
4701,2017-12-21,3,web,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,57,30,27,2017-12-21,2017-09-25,87,3,0,0,1,control,87,2017,0.0023166023166023165
4702,2017-09-25,18,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-30,-57,27,2017-12-21,2017-09-25,87,3,0,0,1,control,0,2017,0.013899613899613899
4703,2017-09-26,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-29,-56,27,2017-12-21,2017-09-25,87,3,0,0,1,control,1,2017,0.0
4704,2017-09-27,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-28,-55,27,2017-12-21,2017-09-25,87,3,0,0,1,control,2,2017,0.0
4705,2017-09-28,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-27,-54,27,2017-12-21,2017-09-25,87,3,0,0,1,control,3,2017,0.0
4706,2017-09-29,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-26,-53,27,2017-12-21,2017-09-25,87,3,0,0,1,control,4,2017,0.0
4707,2017-09-30,20,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-25,-52,27,2017-12-21,2017-09-25,87,3,0,0,1,control,5,2017,0.015444015444015444
4708,2017-10-01,22,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-24,-51,27,2017-12-21,2017-09-25,87,3,0,0,1,control,6,2017,0.01698841698841699
4709,2017-10-02,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-23,-50,27,2017-12-21,2017-09-25,87,3,0,0,1,control,7,2017,0.0
4710,2017-10-03,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-22,-49,27,2017-12-21,2017-09-25,87,3,0,0,1,control,8,2017,0.0
4711,2017-10-04,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-21,-48,27,2017-12-21,2017-09-25,87,3,0,0,1,control,9,2017,0.0
4712,2017-10-05,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-20,-47,27,2017-12-21,2017-09-25,87,3,0,0,1,control,10,2017,0.0
4713,2017-10-06,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-19,-46,27,2017-12-21,2017-09-25,87,3,0,0,1,control,11,2017,0.0
4714,2017-10-07,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-18,-45,27,2017-12-21,2017-09-25,87,3,0,0,1,control,12,2017,0.0
4715,2017-10-08,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-17,-44,27,2017-12-21,2017-09-25,87,3,0,0,1,control,13,2017,0.0
4716,2017-10-09,25,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-16,-43,27,2017-12-21,2017-09-25,87,3,0,0,1,control,14,2017,0.019305019305019305
4717,2017-10-10,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-15,-42,27,2017-12-21,2017-09-25,87,3,0,0,1,control,15,2017,0.0
4718,2017-10-11,24,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-14,-41,27,2017-12-21,2017-09-25,87,3,0,0,1,control,16,2017,0.018532818532818532
4719,2017-10-12,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-13,-40,27,2017-12-21,2017-09-25,87,3,0,0,1,control,17,2017,0.0
4720,2017-10-13,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-12,-39,27,2017-12-21,2017-09-25,87,3,0,0,1,control,18,2017,0.0
4721,2017-10-14,21,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-11,-38,27,2017-12-21,2017-09-25,87,3,0,0,1,control,19,2017,0.016216216216216217
4722,2017-10-15,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-10,-37,27,2017-12-21,2017-09-25,87,3,0,0,1,control,20,2017,0.0
4723,2017-10-16,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-9,-36,27,2017-12-21,2017-09-25,87,3,0,0,1,control,21,2017,0.0
4724,2017-10-17,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-8,-35,27,2017-12-21,2017-09-25,87,3,0,0,1,control,22,2017,0.0
4725,2017-10-18,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-7,-34,27,2017-12-21,2017-09-25,87,3,0,0,1,control,23,2017,0.0
4726,2017-10-19,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-6,-33,27,2017-12-21,2017-09-25,87,3,0,0,1,control,24,2017,0.0
4727,2017-10-20,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-5,-32,27,2017-12-21,2017-09-25,87,3,0,0,1,control,25,2017,0.0
4728,2017-10-21,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-4,-31,27,2017-12-21,2017-09-25,87,3,0,0,1,control,26,2017,0.0
4729,2017-10-22,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-3,-30,27,2017-12-21,2017-09-25,87,3,0,0,1,control,27,2017,0.0
4730,2017-10-23,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-2,-29,27,2017-12-21,2017-09-25,87,3,0,0,1,control,28,2017,0.0
4731,2017-10-24,18,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,-1,-28,27,2017-12-21,2017-09-25,87,3,0,0,1,control,29,2017,0.013899613899613899
4732,2017-10-25,43,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,0,-27,27,2017-12-21,2017-09-25,87,3,1,0,0,rumor_period,30,2017,0.033204633204633204
4733,2017-10-26,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,1,-26,27,2017-12-21,2017-09-25,87,3,0,0,1,control,31,2017,0.0
4734,2017-10-27,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,2,-25,27,2017-12-21,2017-09-25,87,3,0,0,1,control,32,2017,0.0
4735,2017-10-28,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,3,-24,27,2017-12-21,2017-09-25,87,3,0,0,1,control,33,2017,0.0
4736,2017-10-29,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,4,-23,27,2017-12-21,2017-09-25,87,3,0,0,1,control,34,2017,0.0
4737,2017-10-30,19,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,5,-22,27,2017-12-21,2017-09-25,87,3,0,0,1,control,35,2017,0.014671814671814672
4738,2017-10-31,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,6,-21,27,2017-12-21,2017-09-25,87,3,0,0,1,control,36,2017,0.0
4739,2017-11-01,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,7,-20,27,2017-12-21,2017-09-25,87,3,0,0,1,control,37,2017,0.0
4740,2017-11-02,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,8,-19,27,2017-12-21,2017-09-25,87,3,0,0,1,control,38,2017,0.0
4741,2017-11-03,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,9,-18,27,2017-12-21,2017-09-25,87,3,0,0,1,control,39,2017,0.0
4742,2017-11-04,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,10,-17,27,2017-12-21,2017-09-25,87,3,0,0,1,control,40,2017,0.0
4743,2017-11-05,0,google_news,Net_FCC_2017,net neutrality repeal,Net_FCC_2017,2017-10-25,2017-11-21,net neutrality repeal_Net_FCC_2017,11,-16,27,2017-12-21,2017-09-25,87,3,0,0,1,control,41,2017,0.0
