,date,value,search_type,event,kw,index,rumor_day,announce_day,kwe,rumor_delta,announce_delta,rumor_announce_gap,max_date,min_date,study_duration,n_event_kws,rumor_period,announce_period,control_period,period,start_delta,year,val_prop
0,2018-04-29,1,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-31,-59,28,2018-07-27,2018-04-29,89,3,0,0,1,control,0,2018,0.0006317119393556538
1,2018-04-30,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-30,-58,28,2018-07-27,2018-04-29,89,3,0,0,1,control,1,2018,0.0
2,2018-05-01,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-29,-57,28,2018-07-27,2018-04-29,89,3,0,0,1,control,2,2018,0.0
3,2018-05-02,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-28,-56,28,2018-07-27,2018-04-29,89,3,0,0,1,control,3,2018,0.0
4,2018-05-03,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-27,-55,28,2018-07-27,2018-04-29,89,3,0,0,1,control,4,2018,0.0
5,2018-05-04,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-26,-54,28,2018-07-27,2018-04-29,89,3,0,0,1,control,5,2018,0.0
6,2018-05-05,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-25,-53,28,2018-07-27,2018-04-29,89,3,0,0,1,control,6,2018,0.0
7,2018-05-06,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-24,-52,28,2018-07-27,2018-04-29,89,3,0,0,1,control,7,2018,0.0
8,2018-05-07,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-23,-51,28,2018-07-27,2018-04-29,89,3,0,0,1,control,8,2018,0.0
9,2018-05-08,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-22,-50,28,2018-07-27,2018-04-29,89,3,0,0,1,control,9,2018,0.0
10,2018-05-09,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-21,-49,28,2018-07-27,2018-04-29,89,3,0,0,1,control,10,2018,0.0
11,2018-05-10,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-20,-48,28,2018-07-27,2018-04-29,89,3,0,0,1,control,11,2018,0.0
12,2018-05-11,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-19,-47,28,2018-07-27,2018-04-29,89,3,0,0,1,control,12,2018,0.0
13,2018-05-12,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-18,-46,28,2018-07-27,2018-04-29,89,3,0,0,1,control,13,2018,0.0
14,2018-05-13,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-17,-45,28,2018-07-27,2018-04-29,89,3,0,0,1,control,14,2018,0.0
15,2018-05-14,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-16,-44,28,2018-07-27,2018-04-29,89,3,0,0,1,control,15,2018,0.0
16,2018-05-15,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-15,-43,28,2018-07-27,2018-04-29,89,3,0,0,1,control,16,2018,0.0
17,2018-05-16,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-14,-42,28,2018-07-27,2018-04-29,89,3,0,0,1,control,17,2018,0.0
18,2018-05-17,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-13,-41,28,2018-07-27,2018-04-29,89,3,0,0,1,control,18,2018,0.0
19,2018-05-18,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-12,-40,28,2018-07-27,2018-04-29,89,3,0,0,1,control,19,2018,0.0
20,2018-05-19,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-11,-39,28,2018-07-27,2018-04-29,89,3,0,0,1,control,20,2018,0.0
21,2018-05-20,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-10,-38,28,2018-07-27,2018-04-29,89,3,0,0,1,control,21,2018,0.0
22,2018-05-21,1,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-9,-37,28,2018-07-27,2018-04-29,89,3,0,0,1,control,22,2018,0.0006317119393556538
23,2018-05-22,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-8,-36,28,2018-07-27,2018-04-29,89,3,0,0,1,control,23,2018,0.0
24,2018-05-23,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-7,-35,28,2018-07-27,2018-04-29,89,3,0,0,1,control,24,2018,0.0
25,2018-05-24,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-6,-34,28,2018-07-27,2018-04-29,89,3,0,0,1,control,25,2018,0.0
26,2018-05-25,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-5,-33,28,2018-07-27,2018-04-29,89,3,0,0,1,control,26,2018,0.0
27,2018-05-26,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-4,-32,28,2018-07-27,2018-04-29,89,3,0,0,1,control,27,2018,0.0
28,2018-05-27,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-3,-31,28,2018-07-27,2018-04-29,89,3,0,0,1,control,28,2018,0.0
29,2018-05-28,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-2,-30,28,2018-07-27,2018-04-29,89,3,0,0,1,control,29,2018,0.0
30,2018-05-29,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-1,-29,28,2018-07-27,2018-04-29,89,3,0,0,1,control,30,2018,0.0
31,2018-05-30,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,0,-28,28,2018-07-27,2018-04-29,89,3,1,0,0,rumor_period,31,2018,0.0
32,2018-05-31,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,1,-27,28,2018-07-27,2018-04-29,89,3,0,0,1,control,32,2018,0.0
33,2018-06-01,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,2,-26,28,2018-07-27,2018-04-29,89,3,0,0,1,control,33,2018,0.0
34,2018-06-02,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,3,-25,28,2018-07-27,2018-04-29,89,3,0,0,1,control,34,2018,0.0
35,2018-06-03,1,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,4,-24,28,2018-07-27,2018-04-29,89,3,0,0,1,control,35,2018,0.0006317119393556538
36,2018-06-04,1,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,5,-23,28,2018-07-27,2018-04-29,89,3,0,0,1,control,36,2018,0.0006317119393556538
37,2018-06-05,1,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,6,-22,28,2018-07-27,2018-04-29,89,3,0,0,1,control,37,2018,0.0006317119393556538
38,2018-06-06,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,7,-21,28,2018-07-27,2018-04-29,89,3,0,0,1,control,38,2018,0.0
39,2018-06-07,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,8,-20,28,2018-07-27,2018-04-29,89,3,0,0,1,control,39,2018,0.0
40,2018-06-08,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,9,-19,28,2018-07-27,2018-04-29,89,3,0,0,1,control,40,2018,0.0
41,2018-06-09,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,10,-18,28,2018-07-27,2018-04-29,89,3,0,0,1,control,41,2018,0.0
42,2018-06-10,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,11,-17,28,2018-07-27,2018-04-29,89,3,0,0,1,control,42,2018,0.0
43,2018-06-11,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,12,-16,28,2018-07-27,2018-04-29,89,3,0,0,1,control,43,2018,0.0
44,2018-06-12,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,13,-15,28,2018-07-27,2018-04-29,89,3,0,0,1,control,44,2018,0.0
45,2018-06-13,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,14,-14,28,2018-07-27,2018-04-29,89,3,0,0,1,control,45,2018,0.0
46,2018-06-14,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,15,-13,28,2018-07-27,2018-04-29,89,3,0,0,1,control,46,2018,0.0
47,2018-06-15,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,16,-12,28,2018-07-27,2018-04-29,89,3,0,0,1,control,47,2018,0.0
48,2018-06-16,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,17,-11,28,2018-07-27,2018-04-29,89,3,0,0,1,control,48,2018,0.0
49,2018-06-17,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,18,-10,28,2018-07-27,2018-04-29,89,3,0,0,1,control,49,2018,0.0
50,2018-06-18,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,19,-9,28,2018-07-27,2018-04-29,89,3,0,0,1,control,50,2018,0.0
51,2018-06-19,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,20,-8,28,2018-07-27,2018-04-29,89,3,0,0,1,control,51,2018,0.0
52,2018-06-20,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,21,-7,28,2018-07-27,2018-04-29,89,3,0,0,1,control,52,2018,0.0
53,2018-06-21,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,22,-6,28,2018-07-27,2018-04-29,89,3,0,0,1,control,53,2018,0.0
54,2018-06-22,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,23,-5,28,2018-07-27,2018-04-29,89,3,0,0,1,control,54,2018,0.0
55,2018-06-23,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,24,-4,28,2018-07-27,2018-04-29,89,3,0,0,1,control,55,2018,0.0
56,2018-06-24,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,25,-3,28,2018-07-27,2018-04-29,89,3,0,0,1,control,56,2018,0.0
57,2018-06-25,1,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,26,-2,28,2018-07-27,2018-04-29,89,3,0,0,1,control,57,2018,0.0006317119393556538
58,2018-06-26,2,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,27,-1,28,2018-07-27,2018-04-29,89,3,0,0,1,control,58,2018,0.0012634238787113076
59,2018-06-27,100,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,28,0,28,2018-07-27,2018-04-29,89,3,0,1,0,announce_period,59,2018,0.06317119393556538
60,2018-06-28,41,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,29,1,28,2018-07-27,2018-04-29,89,3,0,0,1,control,60,2018,0.025900189513581806
61,2018-06-29,14,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,30,2,28,2018-07-27,2018-04-29,89,3,0,0,1,control,61,2018,0.008843967150979154
62,2018-06-30,13,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,31,3,28,2018-07-27,2018-04-29,89,3,0,0,1,control,62,2018,0.0082122552116235
63,2018-07-01,9,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,32,4,28,2018-07-27,2018-04-29,89,3,0,0,1,control,63,2018,0.005685407454200884
64,2018-07-02,4,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,33,5,28,2018-07-27,2018-04-29,89,3,0,0,1,control,64,2018,0.002526847757422615
65,2018-07-03,3,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,34,6,28,2018-07-27,2018-04-29,89,3,0,0,1,control,65,2018,0.0018951358180669614
66,2018-07-04,3,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,35,7,28,2018-07-27,2018-04-29,89,3,0,0,1,control,66,2018,0.0018951358180669614
67,2018-07-05,2,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,36,8,28,2018-07-27,2018-04-29,89,3,0,0,1,control,67,2018,0.0012634238787113076
68,2018-07-06,1,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,37,9,28,2018-07-27,2018-04-29,89,3,0,0,1,control,68,2018,0.0006317119393556538
69,2018-07-07,1,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,38,10,28,2018-07-27,2018-04-29,89,3,0,0,1,control,69,2018,0.0006317119393556538
70,2018-07-08,1,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,39,11,28,2018-07-27,2018-04-29,89,3,0,0,1,control,70,2018,0.0006317119393556538
71,2018-07-09,2,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,40,12,28,2018-07-27,2018-04-29,89,3,0,0,1,control,71,2018,0.0012634238787113076
72,2018-07-10,7,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,41,13,28,2018-07-27,2018-04-29,89,3,0,0,1,control,72,2018,0.004421983575489577
73,2018-07-11,1,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,42,14,28,2018-07-27,2018-04-29,89,3,0,0,1,control,73,2018,0.0006317119393556538
74,2018-07-12,1,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,43,15,28,2018-07-27,2018-04-29,89,3,0,0,1,control,74,2018,0.0006317119393556538
75,2018-07-13,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,44,16,28,2018-07-27,2018-04-29,89,3,0,0,1,control,75,2018,0.0
76,2018-07-14,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,45,17,28,2018-07-27,2018-04-29,89,3,0,0,1,control,76,2018,0.0
77,2018-07-15,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,46,18,28,2018-07-27,2018-04-29,89,3,0,0,1,control,77,2018,0.0
78,2018-07-16,1,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,47,19,28,2018-07-27,2018-04-29,89,3,0,0,1,control,78,2018,0.0006317119393556538
79,2018-07-17,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,48,20,28,2018-07-27,2018-04-29,89,3,0,0,1,control,79,2018,0.0
80,2018-07-18,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,49,21,28,2018-07-27,2018-04-29,89,3,0,0,1,control,80,2018,0.0
81,2018-07-19,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,50,22,28,2018-07-27,2018-04-29,89,3,0,0,1,control,81,2018,0.0
82,2018-07-20,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,51,23,28,2018-07-27,2018-04-29,89,3,0,0,1,control,82,2018,0.0
83,2018-07-21,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,52,24,28,2018-07-27,2018-04-29,89,3,0,0,1,control,83,2018,0.0
84,2018-07-22,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,53,25,28,2018-07-27,2018-04-29,89,3,0,0,1,control,84,2018,0.0
85,2018-07-23,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,54,26,28,2018-07-27,2018-04-29,89,3,0,0,1,control,85,2018,0.0
86,2018-07-24,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,55,27,28,2018-07-27,2018-04-29,89,3,0,0,1,control,86,2018,0.0
87,2018-07-25,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,56,28,28,2018-07-27,2018-04-29,89,3,0,0,1,control,87,2018,0.0
88,2018-07-26,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,57,29,28,2018-07-27,2018-04-29,89,3,0,0,1,control,88,2018,0.0
89,2018-07-27,0,web,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,58,30,28,2018-07-27,2018-04-29,89,3,0,0,1,control,89,2018,0.0
90,2018-04-29,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-31,-59,28,2018-07-27,2018-04-29,89,3,0,0,1,control,0,2018,0.0
91,2018-04-30,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-30,-58,28,2018-07-27,2018-04-29,89,3,0,0,1,control,1,2018,0.0
92,2018-05-01,18,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-29,-57,28,2018-07-27,2018-04-29,89,3,0,0,1,control,2,2018,0.011370814908401769
93,2018-05-02,24,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-28,-56,28,2018-07-27,2018-04-29,89,3,0,0,1,control,3,2018,0.015161086544535692
94,2018-05-03,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-27,-55,28,2018-07-27,2018-04-29,89,3,0,0,1,control,4,2018,0.0
95,2018-05-04,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-26,-54,28,2018-07-27,2018-04-29,89,3,0,0,1,control,5,2018,0.0
96,2018-05-05,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-25,-53,28,2018-07-27,2018-04-29,89,3,0,0,1,control,6,2018,0.0
97,2018-05-06,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-24,-52,28,2018-07-27,2018-04-29,89,3,0,0,1,control,7,2018,0.0
98,2018-05-07,34,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-23,-51,28,2018-07-27,2018-04-29,89,3,0,0,1,control,8,2018,0.02147820593809223
99,2018-05-08,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-22,-50,28,2018-07-27,2018-04-29,89,3,0,0,1,control,9,2018,0.0
100,2018-05-09,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-21,-49,28,2018-07-27,2018-04-29,89,3,0,0,1,control,10,2018,0.0
101,2018-05-10,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-20,-48,28,2018-07-27,2018-04-29,89,3,0,0,1,control,11,2018,0.0
102,2018-05-11,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-19,-47,28,2018-07-27,2018-04-29,89,3,0,0,1,control,12,2018,0.0
103,2018-05-12,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-18,-46,28,2018-07-27,2018-04-29,89,3,0,0,1,control,13,2018,0.0
104,2018-05-13,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-17,-45,28,2018-07-27,2018-04-29,89,3,0,0,1,control,14,2018,0.0
105,2018-05-14,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-16,-44,28,2018-07-27,2018-04-29,89,3,0,0,1,control,15,2018,0.0
106,2018-05-15,26,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-15,-43,28,2018-07-27,2018-04-29,89,3,0,0,1,control,16,2018,0.016424510423247
107,2018-05-16,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-14,-42,28,2018-07-27,2018-04-29,89,3,0,0,1,control,17,2018,0.0
108,2018-05-17,100,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-13,-41,28,2018-07-27,2018-04-29,89,3,0,0,1,control,18,2018,0.06317119393556538
109,2018-05-18,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-12,-40,28,2018-07-27,2018-04-29,89,3,0,0,1,control,19,2018,0.0
110,2018-05-19,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-11,-39,28,2018-07-27,2018-04-29,89,3,0,0,1,control,20,2018,0.0
111,2018-05-20,41,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-10,-38,28,2018-07-27,2018-04-29,89,3,0,0,1,control,21,2018,0.025900189513581806
112,2018-05-21,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-9,-37,28,2018-07-27,2018-04-29,89,3,0,0,1,control,22,2018,0.0
113,2018-05-22,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-8,-36,28,2018-07-27,2018-04-29,89,3,0,0,1,control,23,2018,0.0
114,2018-05-23,30,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-7,-35,28,2018-07-27,2018-04-29,89,3,0,0,1,control,24,2018,0.018951358180669616
115,2018-05-24,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-6,-34,28,2018-07-27,2018-04-29,89,3,0,0,1,control,25,2018,0.0
116,2018-05-25,0,google_news,Justice_retirement_2018,justice kennedy,Justice_retirement_2018,2018-05-30,2018-06-27,justice kennedy_Justice_retirement_2018,-5,-33,28,2018-07-27,2018-04-29,89,3,0,0,1,control,26,2018,0.0
